,MAHDOUDE_NAME,AQUIFER_NAME,LOCATION_NAME,DATE_PERSIAN,DATE_GREGORIAN,VALUE,DELTA_DAY,DATE_PERSIAN_NEW,DATE_GREGORIAN_NEW,VALUE_NEW
4191,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1389-5-26,2010-08-17,21.62,30.0,1389-5-15,2010-08-06,21.62
4192,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1389-6-15,2010-09-06,21.7,20.0,1389-6-15,2010-09-06,21.7
4193,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1389-9-15,2010-12-06,21.51,91.0,1389-9-15,2010-12-06,21.51
4194,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1389-10-12,2011-01-02,21.76,27.0,1389-10-15,2011-01-05,21.76
4195,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1389-11-16,2011-02-05,21.6,34.0,1389-11-15,2011-02-04,21.6
4196,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1389-12-8,2011-02-27,20.9,22.0,1389-12-15,2011-03-06,20.9
4197,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1390-1-6,2011-03-26,21.29,27.0,1390-1-15,2011-04-04,21.29
4198,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1390-2-20,2011-05-10,21.68,45.0,1390-2-15,2011-05-05,21.68
4199,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1390-3-31,2011-06-21,21.7,42.0,1390-3-15,2011-06-05,21.7
4200,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1390-6-7,2011-08-29,22.35,69.0,1390-6-15,2011-09-06,22.35
4201,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1390-7-5,2011-09-27,22.4,29.0,1390-7-15,2011-10-07,22.4
4202,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1390-8-18,2011-11-09,21.65,43.0,1390-8-15,2011-11-06,21.65
4203,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1390-9-12,2011-12-03,21.13,24.0,1390-9-15,2011-12-06,21.13
4204,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1390-10-29,2012-01-19,21.27,47.0,1390-10-15,2012-01-05,21.27
4205,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1390-11-14,2012-02-03,20.53,15.0,1390-11-15,2012-02-04,20.53
4206,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1390-12-12,2012-03-02,20.56,28.0,1390-12-15,2012-03-05,20.56
4207,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1391-1-9,2012-03-28,20.92,26.0,1391-1-15,2012-04-03,20.92
4208,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1391-2-26,2012-05-15,21.05,48.0,1391-2-15,2012-05-04,21.05
4209,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1391-3-19,2012-06-08,21.13,24.0,1391-3-15,2012-06-04,21.13
4210,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1391-4-8,2012-06-28,22.4,20.0,1391-4-15,2012-07-05,22.4
4211,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1391-5-11,2012-08-01,22.53,34.0,1391-5-15,2012-08-05,22.53
4212,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1391-6-5,2012-08-26,22.51,25.0,1391-6-15,2012-09-05,22.51
4213,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1391-7-5,2012-09-26,22.36,31.0,1391-7-15,2012-10-06,22.36
4214,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1391-8-22,2012-11-12,22.02,47.0,1391-8-15,2012-11-05,22.02
4215,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1391-9-1,2012-11-21,22.11,9.0,1391-9-15,2012-12-05,22.11
4216,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1391-10-19,2013-01-08,21.51,48.0,1391-10-15,2013-01-04,21.51
4217,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1391-11-14,2013-02-02,21.46,25.0,1391-11-15,2013-02-03,21.46
4218,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1391-12-22,2013-03-12,22.2,38.0,1391-12-15,2013-03-05,22.2
4219,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1392-1-15,2013-04-04,22.02,23.0,1392-1-15,2013-04-04,22.02
4220,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1392-2-21,2013-05-11,21.85,37.0,1392-2-15,2013-05-05,21.85
4221,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1392-3-19,2013-06-09,22.28,29.0,1392-3-15,2013-06-05,22.28
4222,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1392-4-17,2013-07-08,22.35,29.0,1392-4-15,2013-07-06,22.35
4223,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1392-5-6,2013-07-28,22.84,20.0,1392-5-15,2013-08-06,22.84
4224,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1392-6-2,2013-08-24,22.97,27.0,1392-6-15,2013-09-06,22.97
4225,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1392-7-30,2013-10-22,22.67,59.0,1392-7-15,2013-10-07,22.67
4226,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1392-8-30,2013-11-21,22.56,30.0,1392-8-15,2013-11-06,22.56
4227,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1392-9-30,2013-12-21,23.76,30.0,1392-9-15,2013-12-06,23.76
4228,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1392-10-9,2013-12-30,23.7,9.0,1392-10-15,2014-01-05,23.7
4229,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1392-11-30,2014-02-19,23.0,51.0,1392-11-15,2014-02-04,23.0
4230,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1392-12-19,2014-03-10,22.68,19.0,1392-12-15,2014-03-06,22.68
4231,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1393-1-19,2014-04-08,22.18,29.0,1393-1-15,2014-04-04,22.18
4232,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1393-2-27,2014-05-17,22.11,39.0,1393-2-15,2014-05-05,22.11
4233,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1393-3-19,2014-06-09,22.75,23.0,1393-3-15,2014-06-05,22.75
4234,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1393-4-8,2014-06-29,23.45,20.0,1393-4-15,2014-07-06,23.45
4235,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1393-5-19,2014-08-10,23.5,42.0,1393-5-15,2014-08-06,23.5
4236,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1393-6-24,2014-09-15,23.58,36.0,1393-6-15,2014-09-06,23.58
4237,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1393-7-19,2014-10-11,23.21,26.0,1393-7-15,2014-10-07,23.21
4238,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1393-8-24,2014-11-15,23.1,35.0,1393-8-15,2014-11-06,23.1
4239,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1393-9-29,2014-12-20,23.18,35.0,1393-9-15,2014-12-06,23.18
4240,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1393-10-24,2015-01-14,23.36,25.0,1393-10-15,2015-01-05,23.36
4241,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1394-3-3,2015-05-24,23.31,130.0,1394-3-15,2015-06-05,23.31
4242,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1394-4-18,2015-07-09,23.43,46.0,1394-4-15,2015-07-06,23.43
4243,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1394-7-13,2015-10-05,23.62,88.0,1394-7-15,2015-10-07,23.62
4244,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1394-8-13,2015-11-04,23.95,30.0,1394-8-15,2015-11-06,23.95
4245,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1394-9-18,2015-12-09,24.35,35.0,1394-9-15,2015-12-06,24.35
4246,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1394-10-30,2016-01-20,24.38,42.0,1394-10-15,2016-01-05,24.38
4247,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1394-11-13,2016-02-02,24.42,13.0,1394-11-15,2016-02-04,24.42
4248,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1394-12-15,2016-03-05,23.17,32.0,1394-12-15,2016-03-05,23.17
4249,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1395-1-8,2016-03-27,23.35,22.0,1395-1-15,2016-04-03,23.35
4250,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1395-7-13,2016-10-04,24.5,191.0,1395-7-15,2016-10-06,24.5
4251,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1395-8-19,2016-11-09,24.59,36.0,1395-8-15,2016-11-05,24.59
4252,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1395-9-23,2016-12-13,24.55,34.0,1395-9-15,2016-12-05,24.55
4253,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1395-10-28,2017-01-17,24.67,35.0,1395-10-15,2017-01-04,24.67
4254,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1395-11-7,2017-01-26,24.97,9.0,1395-11-15,2017-02-03,24.97
4255,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1395-12-26,2017-03-16,25.14,49.0,1395-12-15,2017-03-05,25.14
4256,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1396-1-3,2017-03-23,25.24,7.0,1396-1-15,2017-04-04,25.24
4257,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1396-6-23,2017-09-14,25.11,175.0,1396-6-15,2017-09-06,25.11
4258,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1396-7-27,2017-10-19,25.14,35.0,1396-7-15,2017-10-07,25.14
4259,سرخس,سرخس,روستای یاس تپه چاه شماره 13,1396-8-22,2017-11-13,25.31,25.0,1396-8-15,2017-11-06,25.31
4260,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1383-10-20,2005-01-09,21.0,-4691.0,1383-10-15,2005-01-04,21.0
4261,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1383-11-15,2005-02-03,20.95,25.0,1383-11-15,2005-02-03,20.95
4262,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1383-12-18,2005-03-08,20.91,33.0,1383-12-15,2005-03-05,20.91
4263,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1384-2-26,2005-05-16,21.02,69.0,1384-2-15,2005-05-05,21.02
4264,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1384-3-23,2005-06-13,21.02,28.0,1384-3-15,2005-06-05,21.02
4265,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1384-7-30,2005-10-22,21.15,131.0,1384-7-15,2005-10-07,21.15
4266,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1384-8-9,2005-10-31,21.11,9.0,1384-8-15,2005-11-06,21.11
4267,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1384-9-9,2005-11-30,21.04,30.0,1384-9-15,2005-12-06,21.04
4268,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1384-10-10,2005-12-31,21.1,31.0,1384-10-15,2006-01-05,21.1
4269,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1384-11-16,2006-02-05,21.09,36.0,1384-11-15,2006-02-04,21.09
4270,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1384-12-7,2006-02-26,21.03,21.0,1384-12-15,2006-03-06,21.03
4271,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1385-1-21,2006-04-10,21.12,43.0,1385-1-15,2006-04-04,21.12
4272,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1385-2-11,2006-05-01,21.07,21.0,1385-2-15,2006-05-05,21.07
4273,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1385-3-22,2006-06-12,21.05,42.0,1385-3-15,2006-06-05,21.05
4274,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1385-4-12,2006-07-03,21.04,21.0,1385-4-15,2006-07-06,21.04
4275,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1385-5-3,2006-07-25,21.04,22.0,1385-5-15,2006-08-06,21.04
4276,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1385-6-28,2006-09-19,21.04,56.0,1385-6-15,2006-09-06,21.04
4277,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1385-7-8,2006-09-30,21.0,11.0,1385-7-15,2006-10-07,21.0
4278,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1385-8-8,2006-10-30,21.0,30.0,1385-8-15,2006-11-06,21.0
4279,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1385-9-6,2006-11-27,20.97,28.0,1385-9-15,2006-12-06,20.97
4280,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1385-10-6,2006-12-27,20.97,30.0,1385-10-15,2007-01-05,20.97
4281,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1385-11-4,2007-01-24,21.0,28.0,1385-11-15,2007-02-04,21.0
4282,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1385-12-13,2007-03-04,21.03,39.0,1385-12-15,2007-03-06,21.03
4283,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1386-1-18,2007-04-07,20.97,34.0,1386-1-15,2007-04-04,20.97
4284,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1386-2-11,2007-05-01,21.06,24.0,1386-2-15,2007-05-05,21.06
4285,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1386-3-5,2007-05-26,21.08,25.0,1386-3-15,2007-06-05,21.08
4286,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1386-4-5,2007-06-26,21.06,31.0,1386-4-15,2007-07-06,21.06
4287,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1386-5-10,2007-08-01,21.05,36.0,1386-5-15,2007-08-06,21.05
4288,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1386-6-12,2007-09-03,21.06,33.0,1386-6-15,2007-09-06,21.06
4289,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1386-7-7,2007-09-29,20.98,26.0,1386-7-15,2007-10-07,20.98
4290,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1386-8-28,2007-11-19,20.88,51.0,1386-8-15,2007-11-06,20.88
4291,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1386-9-12,2007-12-03,20.85,14.0,1386-9-15,2007-12-06,20.85
4292,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1386-10-15,2008-01-05,20.8,33.0,1386-10-15,2008-01-05,20.8
4293,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1386-11-23,2008-02-12,20.74,38.0,1386-11-15,2008-02-04,20.74
4294,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1386-12-13,2008-03-03,20.74,20.0,1386-12-15,2008-03-05,20.74
4295,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1387-1-10,2008-03-29,20.8,26.0,1387-1-15,2008-04-03,20.8
4296,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1387-2-24,2008-05-13,20.77,45.0,1387-2-15,2008-05-04,20.77
4297,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1387-3-26,2008-06-15,20.75,33.0,1387-3-15,2008-06-04,20.75
4298,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1387-4-11,2008-07-01,20.51,16.0,1387-4-15,2008-07-05,20.51
4299,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1387-5-6,2008-07-27,20.71,26.0,1387-5-15,2008-08-05,20.71
4300,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1387-6-10,2008-08-31,20.7,35.0,1387-6-15,2008-09-05,20.7
4301,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1387-7-13,2008-10-04,20.75,34.0,1387-7-15,2008-10-06,20.75
4302,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1387-8-12,2008-11-02,20.65,29.0,1387-8-15,2008-11-05,20.65
4303,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1387-9-9,2008-11-29,20.64,27.0,1387-9-15,2008-12-05,20.64
4304,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1387-10-8,2008-12-28,20.62,29.0,1387-10-15,2009-01-04,20.62
4305,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1387-11-8,2009-01-27,20.59,30.0,1387-11-15,2009-02-03,20.59
4306,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1387-12-4,2009-02-22,20.55,26.0,1387-12-15,2009-03-05,20.55
4307,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1388-1-9,2009-03-29,20.66,35.0,1388-1-15,2009-04-04,20.66
4308,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1388-2-6,2009-04-26,20.68,28.0,1388-2-15,2009-05-05,20.68
4309,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1388-3-12,2009-06-02,20.7,37.0,1388-3-15,2009-06-05,20.7
4310,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1388-4-7,2009-06-28,20.7,26.0,1388-4-15,2009-07-06,20.7
4311,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1388-5-4,2009-07-26,20.71,28.0,1388-5-15,2009-08-06,20.71
4312,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1388-6-4,2009-08-26,20.69,31.0,1388-6-15,2009-09-06,20.69
4313,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1388-7-4,2009-09-26,20.71,31.0,1388-7-15,2009-10-07,20.71
4314,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1388-8-10,2009-11-01,20.68,36.0,1388-8-15,2009-11-06,20.68
4315,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1388-9-18,2009-12-09,20.67,38.0,1388-9-15,2009-12-06,20.67
4316,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1388-10-8,2009-12-29,20.63,20.0,1388-10-15,2010-01-05,20.63
4317,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1388-11-5,2010-01-25,20.61,27.0,1388-11-15,2010-02-04,20.61
4318,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1388-12-17,2010-03-08,20.65,42.0,1388-12-15,2010-03-06,20.65
4319,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1389-1-16,2010-04-05,20.68,28.0,1389-1-15,2010-04-04,20.68
4320,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1389-2-14,2010-05-04,20.64,29.0,1389-2-15,2010-05-05,20.64
4321,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1389-3-30,2010-06-20,20.58,47.0,1389-3-15,2010-06-05,20.58
4322,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1389-4-26,2010-07-17,20.64,27.0,1389-4-15,2010-07-06,20.64
4323,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1389-5-30,2010-08-21,20.52,35.0,1389-5-15,2010-08-06,20.52
4324,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1389-6-15,2010-09-06,20.58,16.0,1389-6-15,2010-09-06,20.58
4325,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1389-7-17,2010-10-09,20.5,33.0,1389-7-15,2010-10-07,20.5
4326,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1389-8-27,2010-11-18,20.52,40.0,1389-8-15,2010-11-06,20.52
4327,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1389-9-26,2010-12-17,20.48,29.0,1389-9-15,2010-12-06,20.48
4328,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1389-10-25,2011-01-15,20.47,29.0,1389-10-15,2011-01-05,20.47
4329,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1389-11-19,2011-02-08,20.5,24.0,1389-11-15,2011-02-04,20.5
4330,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1389-12-9,2011-02-28,20.55,20.0,1389-12-15,2011-03-06,20.55
4331,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1390-5-21,2011-08-12,23.48,165.0,1390-5-15,2011-08-06,23.48
4332,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1390-6-21,2011-09-12,22.92,31.0,1390-6-15,2011-09-06,22.92
4333,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1390-7-22,2011-10-14,21.43,32.0,1390-7-15,2011-10-07,21.43
4334,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1390-8-20,2011-11-11,21.41,28.0,1390-8-15,2011-11-06,21.41
4335,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1390-9-27,2011-12-18,21.51,37.0,1390-9-15,2011-12-06,21.51
4336,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1390-10-15,2012-01-05,21.35,18.0,1390-10-15,2012-01-05,21.35
4337,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1390-11-18,2012-02-07,21.4,33.0,1390-11-15,2012-02-04,21.4
4338,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1390-12-13,2012-03-03,21.53,25.0,1390-12-15,2012-03-05,21.53
4339,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1391-1-21,2012-04-09,20.33,37.0,1391-1-15,2012-04-03,20.33
4340,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1391-2-18,2012-05-07,21.16,28.0,1391-2-15,2012-05-04,21.16
4341,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1391-3-19,2012-06-08,21.3,32.0,1391-3-15,2012-06-04,21.3
4342,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1391-4-22,2012-07-12,21.23,34.0,1391-4-15,2012-07-05,21.23
4343,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1391-5-10,2012-07-31,21.29,19.0,1391-5-15,2012-08-05,21.29
4344,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1391-6-7,2012-08-28,21.36,28.0,1391-6-15,2012-09-05,21.36
4345,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1391-7-7,2012-09-28,20.88,31.0,1391-7-15,2012-10-06,20.88
4346,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1391-8-21,2012-11-11,20.52,44.0,1391-8-15,2012-11-05,20.52
4347,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1391-9-13,2012-12-03,20.4,22.0,1391-9-15,2012-12-05,20.4
4348,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1391-10-20,2013-01-09,21.01,37.0,1391-10-15,2013-01-04,21.01
4349,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1391-11-16,2013-02-04,19.98,26.0,1391-11-15,2013-02-03,19.98
4350,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1391-12-23,2013-03-13,20.81,37.0,1391-12-15,2013-03-05,20.81
4351,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1392-2-15,2013-05-05,20.35,53.0,1392-2-15,2013-05-05,20.35
4352,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1392-3-20,2013-06-10,20.38,36.0,1392-3-15,2013-06-05,20.38
4353,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1392-4-19,2013-07-10,20.42,30.0,1392-4-15,2013-07-06,20.42
4354,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1392-5-7,2013-07-29,20.6,19.0,1392-5-15,2013-08-06,20.6
4355,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1392-6-7,2013-08-29,20.71,31.0,1392-6-15,2013-09-06,20.71
4356,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1392-7-30,2013-10-22,20.53,54.0,1392-7-15,2013-10-07,20.53
4357,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1392-8-30,2013-11-21,20.41,30.0,1392-8-15,2013-11-06,20.41
4358,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1392-12-18,2014-03-09,22.37,108.0,1392-12-15,2014-03-06,22.37
4359,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1393-1-27,2014-04-16,21.31,38.0,1393-1-15,2014-04-04,21.31
4360,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1393-2-30,2014-05-20,22.12,34.0,1393-2-15,2014-05-05,22.12
4361,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1393-3-27,2014-06-17,22.11,28.0,1393-3-15,2014-06-05,22.11
4362,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1393-4-21,2014-07-12,22.04,25.0,1393-4-15,2014-07-06,22.04
4363,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1393-5-19,2014-08-10,22.0,29.0,1393-5-15,2014-08-06,22.0
4364,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1393-6-27,2014-09-18,21.95,39.0,1393-6-15,2014-09-06,21.95
4365,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1393-7-28,2014-10-20,21.11,32.0,1393-7-15,2014-10-07,21.11
4366,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1393-8-21,2014-11-12,21.05,23.0,1393-8-15,2014-11-06,21.05
4367,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1393-9-27,2014-12-18,21.09,36.0,1393-9-15,2014-12-06,21.09
4368,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1393-10-23,2015-01-13,21.31,26.0,1393-10-15,2015-01-05,21.31
4369,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1394-3-4,2015-05-25,21.26,132.0,1394-3-15,2015-06-05,21.26
4370,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1394-4-16,2015-07-07,21.44,43.0,1394-4-15,2015-07-06,21.44
4371,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1394-7-18,2015-10-10,21.33,95.0,1394-7-15,2015-10-07,21.33
4372,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1394-8-21,2015-11-12,21.59,33.0,1394-8-15,2015-11-06,21.59
4373,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1394-9-28,2015-12-19,21.32,37.0,1394-9-15,2015-12-06,21.32
4374,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1394-10-28,2016-01-18,21.53,30.0,1394-10-15,2016-01-05,21.53
4375,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1394-11-27,2016-02-16,21.54,29.0,1394-11-15,2016-02-04,21.54
4376,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1394-12-19,2016-03-09,21.41,22.0,1394-12-15,2016-03-05,21.41
4377,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1395-1-7,2016-03-26,21.52,17.0,1395-1-15,2016-04-03,21.52
4378,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1395-2-8,2016-04-27,21.5,32.0,1395-2-15,2016-05-04,21.5
4379,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1395-7-28,2016-10-19,21.69,175.0,1395-7-15,2016-10-06,21.69
4380,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1395-8-4,2016-10-25,21.65,6.0,1395-8-15,2016-11-05,21.65
4381,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1395-9-2,2016-11-22,21.69,28.0,1395-9-15,2016-12-05,21.69
4382,سرخس,سرخس,شماره 1 جاده دولت آباد به صمد,1395-10-14,2017-01-03,21.74,42.0,1395-10-15,2017-01-04,21.74
