,MAHDOUDE_NAME,AQUIFER_NAME,LOCATION_NAME,DATE_PERSIAN,DATE_GREGORIAN,VALUE,DELTA_DAY,DATE_PERSIAN_NEW,DATE_GREGORIAN_NEW,VALUE_NEW
0,سرخس,سرخس,s.6,1361-1-25,1982-04-14,3.91,,1361-1-15,1982-04-04,3.91
1,سرخس,سرخس,s.6,1361-2-18,1982-05-08,3.76,24.0,1361-2-15,1982-05-05,3.76
2,سرخس,سرخس,s.6,1361-4-28,1982-07-19,4.95,72.0,1361-4-15,1982-07-06,4.95
3,سرخس,سرخس,s.6,1361-5-26,1982-08-17,5.29,29.0,1361-5-15,1982-08-06,5.29
4,سرخس,سرخس,s.6,1361-6-25,1982-09-16,5.44,30.0,1361-6-15,1982-09-06,5.44
5,سرخس,سرخس,s.6,1361-7-27,1982-10-19,5.49,33.0,1361-7-15,1982-10-07,5.49
6,سرخس,سرخس,s.6,1361-8-24,1982-11-15,5.31,27.0,1361-8-15,1982-11-06,5.31
7,سرخس,سرخس,s.6,1361-9-24,1982-12-15,5.08,30.0,1361-9-15,1982-12-06,5.08
8,سرخس,سرخس,s.6,1361-10-26,1983-01-16,4.99,32.0,1361-10-15,1983-01-05,4.99
9,سرخس,سرخس,s.6,1361-11-26,1983-02-15,5.0,30.0,1361-11-15,1983-02-04,5.0
10,سرخس,سرخس,s.6,1361-12-20,1983-03-11,5.0,24.0,1361-12-15,1983-03-06,5.0
11,سرخس,سرخس,s.6,1362-1-28,1983-04-17,4.27,37.0,1362-1-15,1983-04-04,4.27
12,سرخس,سرخس,s.6,1362-2-29,1983-05-19,3.39,32.0,1362-2-15,1983-05-05,3.39
13,سرخس,سرخس,s.6,1362-3-24,1983-06-14,3.97,26.0,1362-3-15,1983-06-05,3.97
14,سرخس,سرخس,s.6,1362-4-22,1983-07-13,4.45,29.0,1362-4-15,1983-07-06,4.45
15,سرخس,سرخس,s.6,1362-5-24,1983-08-15,4.91,33.0,1362-5-15,1983-08-06,4.91
16,سرخس,سرخس,s.6,1362-6-27,1983-09-18,5.17,34.0,1362-6-15,1983-09-06,5.17
17,سرخس,سرخس,s.6,1362-9-10,1983-12-01,5.15,74.0,1362-9-15,1983-12-06,5.15
18,سرخس,سرخس,s.6,1362-10-28,1984-01-18,4.7,48.0,1362-10-15,1984-01-05,4.7
19,سرخس,سرخس,s.6,1362-11-29,1984-02-18,4.71,31.0,1362-11-15,1984-02-04,4.71
20,سرخس,سرخس,s.6,1362-12-16,1984-03-06,4.71,17.0,1362-12-15,1984-03-05,4.71
21,سرخس,سرخس,s.6,1363-1-27,1984-04-16,4.57,41.0,1363-1-15,1984-04-04,4.57
22,سرخس,سرخس,s.6,1363-3-8,1984-05-29,5.12,43.0,1363-3-15,1984-06-05,5.12
23,سرخس,سرخس,s.6,1363-4-14,1984-07-05,5.62,37.0,1363-4-15,1984-07-06,5.62
24,سرخس,سرخس,s.6,1363-10-23,1985-01-13,6.0,192.0,1363-10-15,1985-01-05,6.0
25,سرخس,سرخس,s.6,1364-1-25,1985-04-14,5.98,91.0,1364-1-15,1985-04-04,5.98
26,سرخس,سرخس,s.6,1364-2-19,1985-05-09,6.2,25.0,1364-2-15,1985-05-05,6.2
27,سرخس,سرخس,s.6,1364-3-29,1985-06-19,6.5,41.0,1364-3-15,1985-06-05,6.5
28,سرخس,سرخس,s.6,1364-4-19,1985-07-10,6.62,21.0,1364-4-15,1985-07-06,6.62
29,سرخس,سرخس,s.6,1364-5-29,1985-08-20,6.75,41.0,1364-5-15,1985-08-06,6.75
30,سرخس,سرخس,s.6,1364-6-24,1985-09-15,6.75,26.0,1364-6-15,1985-09-06,6.75
31,سرخس,سرخس,s.6,1364-7-28,1985-10-20,6.78,35.0,1364-7-15,1985-10-07,6.78
32,سرخس,سرخس,s.6,1364-8-29,1985-11-20,6.95,31.0,1364-8-15,1985-11-06,6.95
33,سرخس,سرخس,s.6,1364-10-2,1985-12-23,7.0,33.0,1364-10-15,1986-01-05,7.0
34,سرخس,سرخس,s.6,1364-11-17,1986-02-06,6.86,45.0,1364-11-15,1986-02-04,6.86
35,سرخس,سرخس,s.6,1364-12-7,1986-02-26,6.71,20.0,1364-12-15,1986-03-06,6.71
36,سرخس,سرخس,s.6,1365-1-27,1986-04-16,6.22,49.0,1365-1-15,1986-04-04,6.22
37,سرخس,سرخس,s.6,1365-2-24,1986-05-14,6.2,28.0,1365-2-15,1986-05-05,6.2
38,سرخس,سرخس,s.6,1365-4-4,1986-06-25,6.22,42.0,1365-4-15,1986-07-06,6.22
39,سرخس,سرخس,s.6,1365-5-6,1986-07-28,6.28,33.0,1365-5-15,1986-08-06,6.28
40,سرخس,سرخس,s.6,1365-6-5,1986-08-27,6.4,30.0,1365-6-15,1986-09-06,6.4
41,سرخس,سرخس,s.6,1365-7-9,1986-10-01,6.94,35.0,1365-7-15,1986-10-07,6.94
42,سرخس,سرخس,s.6,1365-8-20,1986-11-11,7.11,41.0,1365-8-15,1986-11-06,7.11
43,سرخس,سرخس,s.6,1365-9-24,1986-12-15,7.0,34.0,1365-9-15,1986-12-06,7.0
44,سرخس,سرخس,s.6,1365-10-17,1987-01-07,6.97,23.0,1365-10-15,1987-01-05,6.97
45,سرخس,سرخس,s.6,1365-11-22,1987-02-11,6.76,35.0,1365-11-15,1987-02-04,6.76
46,سرخس,سرخس,s.6,1365-12-27,1987-03-18,6.7,35.0,1365-12-15,1987-03-06,6.7
47,سرخس,سرخس,s.6,1366-6-10,1987-09-01,7.08,167.0,1366-6-15,1987-09-06,7.08
48,سرخس,سرخس,s.6,1366-7-25,1987-10-17,7.1,46.0,1366-7-15,1987-10-07,7.1
49,سرخس,سرخس,s.6,1366-9-16,1987-12-07,7.03,51.0,1366-9-15,1987-12-06,7.03
50,سرخس,سرخس,s.6,1366-11-5,1988-01-25,7.03,49.0,1366-11-15,1988-02-04,7.03
51,سرخس,سرخس,s.6,1366-12-3,1988-02-22,7.0,28.0,1366-12-15,1988-03-05,7.0
52,سرخس,سرخس,s.6,1367-1-24,1988-04-13,6.81,51.0,1367-1-15,1988-04-04,6.81
53,سرخس,سرخس,s.6,1367-4-7,1988-06-28,6.67,76.0,1367-4-15,1988-07-06,6.67
54,سرخس,سرخس,s.6,1367-5-18,1988-08-09,7.14,42.0,1367-5-15,1988-08-06,7.14
55,سرخس,سرخس,s.6,1367-6-21,1988-09-12,7.28,34.0,1367-6-15,1988-09-06,7.28
56,سرخس,سرخس,s.6,1367-7-25,1988-10-17,7.46,35.0,1367-7-15,1988-10-07,7.46
57,سرخس,سرخس,s.6,1367-8-30,1988-11-21,7.57,35.0,1367-8-15,1988-11-06,7.57
58,سرخس,سرخس,s.6,1367-10-26,1989-01-16,7.29,56.0,1367-10-15,1989-01-05,7.29
59,سرخس,سرخس,s.6,1367-11-26,1989-02-15,7.13,30.0,1367-11-15,1989-02-04,7.13
60,سرخس,سرخس,s.6,1367-12-15,1989-03-06,7.06,19.0,1367-12-15,1989-03-06,7.06
61,سرخس,سرخس,s.6,1368-2-4,1989-04-24,6.04,49.0,1368-2-15,1989-05-05,6.04
62,سرخس,سرخس,s.6,1368-3-8,1989-05-29,4.59,35.0,1368-3-15,1989-06-05,4.59
63,سرخس,سرخس,s.6,1368-5-9,1989-07-31,5.29,63.0,1368-5-15,1989-08-06,5.29
64,سرخس,سرخس,s.6,1368-7-12,1989-10-04,6.47,65.0,1368-7-15,1989-10-07,6.47
65,سرخس,سرخس,s.6,1368-8-22,1989-11-13,6.78,40.0,1368-8-15,1989-11-06,6.78
66,سرخس,سرخس,s.6,1368-9-16,1989-12-07,6.87,24.0,1368-9-15,1989-12-06,6.87
67,سرخس,سرخس,s.6,1368-10-25,1990-01-15,6.25,39.0,1368-10-15,1990-01-05,6.25
68,سرخس,سرخس,s.6,1368-11-25,1990-02-14,5.78,30.0,1368-11-15,1990-02-04,5.78
69,سرخس,سرخس,s.6,1368-12-21,1990-03-12,5.49,26.0,1368-12-15,1990-03-06,5.49
70,سرخس,سرخس,s.6,1369-1-20,1990-04-09,4.92,28.0,1369-1-15,1990-04-04,4.92
71,سرخس,سرخس,s.6,1369-2-24,1990-05-14,3.31,35.0,1369-2-15,1990-05-05,3.31
72,سرخس,سرخس,s.6,1369-3-27,1990-06-17,3.82,34.0,1369-3-15,1990-06-05,3.82
73,سرخس,سرخس,s.6,1369-4-26,1990-07-17,4.73,30.0,1369-4-15,1990-07-06,4.73
74,سرخس,سرخس,s.6,1369-5-22,1990-08-13,5.1,27.0,1369-5-15,1990-08-06,5.1
75,سرخس,سرخس,s.6,1369-6-25,1990-09-16,5.64,34.0,1369-6-15,1990-09-06,5.64
76,سرخس,سرخس,s.6,1369-7-23,1990-10-15,5.86,29.0,1369-7-15,1990-10-07,5.86
77,سرخس,سرخس,s.6,1369-8-28,1990-11-19,5.68,35.0,1369-8-15,1990-11-06,5.68
78,سرخس,سرخس,s.6,1369-9-26,1990-12-17,6.12,28.0,1369-9-15,1990-12-06,6.12
79,سرخس,سرخس,s.6,1369-10-25,1991-01-15,4.84,29.0,1369-10-15,1991-01-05,4.84
80,سرخس,سرخس,s.6,1369-11-28,1991-02-17,4.63,33.0,1369-11-15,1991-02-04,4.63
81,سرخس,سرخس,s.6,1369-12-19,1991-03-10,4.51,21.0,1369-12-15,1991-03-06,4.51
82,سرخس,سرخس,s.6,1370-1-11,1991-03-31,2.39,21.0,1370-1-15,1991-04-04,2.39
83,سرخس,سرخس,اراضی حسن آباد جر -wa,1361-1-23,1982-04-12,18.04,-3275.0,1361-1-15,1982-04-04,18.04
84,سرخس,سرخس,اراضی حسن آباد جر -wa,1361-2-16,1982-05-06,18.02,24.0,1361-2-15,1982-05-05,18.02
85,سرخس,سرخس,اراضی حسن آباد جر -wa,1361-3-18,1982-06-08,18.05,33.0,1361-3-15,1982-06-05,18.05
86,سرخس,سرخس,اراضی حسن آباد جر -wa,1361-4-26,1982-07-17,18.09,39.0,1361-4-15,1982-07-06,18.09
87,سرخس,سرخس,اراضی حسن آباد جر -wa,1361-5-25,1982-08-16,18.15,30.0,1361-5-15,1982-08-06,18.15
88,سرخس,سرخس,اراضی حسن آباد جر -wa,1361-6-24,1982-09-15,18.2,30.0,1361-6-15,1982-09-06,18.2
89,سرخس,سرخس,اراضی حسن آباد جر -wa,1361-7-25,1982-10-17,18.24,32.0,1361-7-15,1982-10-07,18.24
90,سرخس,سرخس,اراضی حسن آباد جر -wa,1361-8-29,1982-11-20,18.25,34.0,1361-8-15,1982-11-06,18.25
91,سرخس,سرخس,اراضی حسن آباد جر -wa,1361-9-23,1982-12-14,18.26,24.0,1361-9-15,1982-12-06,18.26
92,سرخس,سرخس,اراضی حسن آباد جر -wa,1361-10-21,1983-01-11,18.25,28.0,1361-10-15,1983-01-05,18.25
93,سرخس,سرخس,اراضی حسن آباد جر -wa,1361-11-27,1983-02-16,18.24,36.0,1361-11-15,1983-02-04,18.24
94,سرخس,سرخس,اراضی حسن آباد جر -wa,1361-12-21,1983-03-12,18.2,24.0,1361-12-15,1983-03-06,18.2
95,سرخس,سرخس,اراضی حسن آباد جر -wa,1362-1-29,1983-04-18,18.15,37.0,1362-1-15,1983-04-04,18.15
96,سرخس,سرخس,اراضی حسن آباد جر -wa,1362-2-28,1983-05-18,18.05,30.0,1362-2-15,1983-05-05,18.05
97,سرخس,سرخس,اراضی حسن آباد جر -wa,1362-3-22,1983-06-12,17.96,25.0,1362-3-15,1983-06-05,17.96
98,سرخس,سرخس,اراضی حسن آباد جر -wa,1362-4-23,1983-07-14,18.0,32.0,1362-4-15,1983-07-06,18.0
99,سرخس,سرخس,اراضی حسن آباد جر -wa,1362-5-25,1983-08-16,18.04,33.0,1362-5-15,1983-08-06,18.04
100,سرخس,سرخس,اراضی حسن آباد جر -wa,1362-6-28,1983-09-19,18.09,34.0,1362-6-15,1983-09-06,18.09
101,سرخس,سرخس,اراضی حسن آباد جر -wa,1362-9-9,1983-11-30,18.03,72.0,1362-9-15,1983-12-06,18.03
102,سرخس,سرخس,اراضی حسن آباد جر -wa,1362-10-30,1984-01-20,18.01,51.0,1362-10-15,1984-01-05,18.01
103,سرخس,سرخس,اراضی حسن آباد جر -wa,1362-11-24,1984-02-13,18.03,24.0,1362-11-15,1984-02-04,18.03
104,سرخس,سرخس,اراضی حسن آباد جر -wa,1362-12-18,1984-03-08,18.0,24.0,1362-12-15,1984-03-05,18.0
105,سرخس,سرخس,اراضی حسن آباد جر -wa,1363-1-25,1984-04-14,17.96,37.0,1363-1-15,1984-04-04,17.96
106,سرخس,سرخس,اراضی حسن آباد جر -wa,1363-3-10,1984-05-31,18.02,47.0,1363-3-15,1984-06-05,18.02
107,سرخس,سرخس,اراضی حسن آباد جر -wa,1363-4-18,1984-07-09,18.04,39.0,1363-4-15,1984-07-06,18.04
108,سرخس,سرخس,اراضی حسن آباد جر -wa,1363-10-26,1985-01-16,17.46,191.0,1363-10-15,1985-01-05,17.46
109,سرخس,سرخس,اراضی حسن آباد جر -wa,1364-1-28,1985-04-17,18.15,91.0,1364-1-15,1985-04-04,18.15
110,سرخس,سرخس,اراضی حسن آباد جر -wa,1364-2-23,1985-05-13,18.5,26.0,1364-2-15,1985-05-05,18.5
111,سرخس,سرخس,اراضی حسن آباد جر -wa,1364-3-28,1985-06-18,18.65,36.0,1364-3-15,1985-06-05,18.65
112,سرخس,سرخس,اراضی حسن آباد جر -wa,1364-4-17,1985-07-08,18.65,20.0,1364-4-15,1985-07-06,18.65
113,سرخس,سرخس,اراضی حسن آباد جر -wa,1364-5-28,1985-08-19,18.84,42.0,1364-5-15,1985-08-06,18.84
114,سرخس,سرخس,اراضی حسن آباد جر -wa,1364-6-27,1985-09-18,18.59,30.0,1364-6-15,1985-09-06,18.59
115,سرخس,سرخس,اراضی حسن آباد جر -wa,1364-7-1,1985-09-23,18.52,5.0,1364-7-15,1985-10-07,18.52
116,سرخس,سرخس,اراضی حسن آباد جر -wa,1364-8-28,1985-11-19,18.92,57.0,1364-8-15,1985-11-06,18.92
117,سرخس,سرخس,اراضی حسن آباد جر -wa,1364-11-6,1986-01-26,19.14,68.0,1364-11-15,1986-02-04,19.14
118,سرخس,سرخس,اراضی حسن آباد جر -wa,1364-12-26,1986-03-17,19.12,50.0,1364-12-15,1986-03-06,19.12
119,سرخس,سرخس,اراضی حسن آباد جر -wa,1365-1-26,1986-04-15,19.12,29.0,1365-1-15,1986-04-04,19.12
120,سرخس,سرخس,اراضی حسن آباد جر -wa,1365-2-23,1986-05-13,19.15,28.0,1365-2-15,1986-05-05,19.15
121,سرخس,سرخس,اراضی حسن آباد جر -wa,1365-4-3,1986-06-24,19.15,42.0,1365-4-15,1986-07-06,19.15
122,سرخس,سرخس,اراضی حسن آباد جر -wa,1365-5-9,1986-07-31,19.21,37.0,1365-5-15,1986-08-06,19.21
123,سرخس,سرخس,اراضی حسن آباد جر -wa,1365-6-5,1986-08-27,19.2,27.0,1365-6-15,1986-09-06,19.2
124,سرخس,سرخس,اراضی حسن آباد جر -wa,1365-7-8,1986-09-30,19.25,34.0,1365-7-15,1986-10-07,19.25
125,سرخس,سرخس,اراضی حسن آباد جر -wa,1365-8-20,1986-11-11,19.28,42.0,1365-8-15,1986-11-06,19.28
126,سرخس,سرخس,اراضی حسن آباد جر -wa,1365-9-27,1986-12-18,19.05,37.0,1365-9-15,1986-12-06,19.05
127,سرخس,سرخس,اراضی حسن آباد جر -wa,1365-10-16,1987-01-06,19.2,19.0,1365-10-15,1987-01-05,19.2
128,سرخس,سرخس,اراضی حسن آباد جر -wa,1365-11-21,1987-02-10,19.23,35.0,1365-11-15,1987-02-04,19.23
129,سرخس,سرخس,اراضی حسن آباد جر -wa,1365-12-26,1987-03-17,19.3,35.0,1365-12-15,1987-03-06,19.3
130,سرخس,سرخس,اراضی حسن آباد جر -wa,1366-2-15,1987-05-05,19.35,49.0,1366-2-15,1987-05-05,19.35
131,سرخس,سرخس,اراضی حسن آباد جر -wa,1366-3-22,1987-06-12,19.12,38.0,1366-3-15,1987-06-05,19.12
132,سرخس,سرخس,اراضی حسن آباد جر -wa,1366-9-18,1987-12-09,19.59,180.0,1366-9-15,1987-12-06,19.59
133,سرخس,سرخس,اراضی حسن آباد جر -wa,1366-11-8,1988-01-28,19.53,50.0,1366-11-15,1988-02-04,19.53
134,سرخس,سرخس,اراضی حسن آباد جر -wa,1366-12-6,1988-02-25,19.65,28.0,1366-12-15,1988-03-05,19.65
135,سرخس,سرخس,اراضی حسن آباد جر -wa,1367-1-23,1988-04-12,19.6,47.0,1367-1-15,1988-04-04,19.6
136,سرخس,سرخس,اراضی حسن آباد جر -wa,1367-4-9,1988-06-30,19.46,79.0,1367-4-15,1988-07-06,19.46
137,سرخس,سرخس,اراضی حسن آباد جر -wa,1367-5-18,1988-08-09,19.38,40.0,1367-5-15,1988-08-06,19.38
138,سرخس,سرخس,اراضی حسن آباد جر -wa,1367-6-23,1988-09-14,19.4,36.0,1367-6-15,1988-09-06,19.4
139,سرخس,سرخس,اراضی حسن آباد جر -wa,1367-7-27,1988-10-19,19.7,35.0,1367-7-15,1988-10-07,19.7
140,سرخس,سرخس,اراضی حسن آباد جر -wa,1367-8-2,1988-10-24,19.67,5.0,1367-8-15,1988-11-06,19.67
141,سرخس,سرخس,اراضی حسن آباد جر -wa,1367-10-28,1989-01-18,19.71,86.0,1367-10-15,1989-01-05,19.71
142,سرخس,سرخس,اراضی حسن آباد جر -wa,1367-11-28,1989-02-17,19.72,30.0,1367-11-15,1989-02-04,19.72
143,سرخس,سرخس,اراضی حسن آباد جر -wa,1367-12-17,1989-03-08,19.72,19.0,1367-12-15,1989-03-06,19.72
144,سرخس,سرخس,اراضی حسن آباد جر -wa,1368-2-6,1989-04-26,19.66,49.0,1368-2-15,1989-05-05,19.66
145,سرخس,سرخس,اراضی حسن آباد جر -wa,1368-3-10,1989-05-31,19.59,35.0,1368-3-15,1989-06-05,19.59
146,سرخس,سرخس,اراضی حسن آباد جر -wa,1368-4-7,1989-06-28,19.47,28.0,1368-4-15,1989-07-06,19.47
147,سرخس,سرخس,اراضی حسن آباد جر -wa,1368-5-11,1989-08-02,19.36,35.0,1368-5-15,1989-08-06,19.36
148,سرخس,سرخس,اراضی حسن آباد جر -wa,1368-6-13,1989-09-04,19.35,33.0,1368-6-15,1989-09-06,19.35
149,سرخس,سرخس,اراضی حسن آباد جر -wa,1368-7-14,1989-10-06,19.33,32.0,1368-7-15,1989-10-07,19.33
150,سرخس,سرخس,اراضی حسن آباد جر -wa,1368-8-24,1989-11-15,19.16,40.0,1368-8-15,1989-11-06,19.16
151,سرخس,سرخس,اراضی حسن آباد جر -wa,1368-9-18,1989-12-09,19.25,24.0,1368-9-15,1989-12-06,19.25
152,سرخس,سرخس,اراضی حسن آباد جر -wa,1368-10-27,1990-01-17,19.19,39.0,1368-10-15,1990-01-05,19.19
153,سرخس,سرخس,اراضی حسن آباد جر -wa,1368-11-27,1990-02-16,19.07,30.0,1368-11-15,1990-02-04,19.07
154,سرخس,سرخس,اراضی حسن آباد جر -wa,1368-12-23,1990-03-14,19.0,26.0,1368-12-15,1990-03-06,19.0
155,سرخس,سرخس,اراضی حسن آباد جر -wa,1369-1-22,1990-04-11,19.0,28.0,1369-1-15,1990-04-04,19.0
156,سرخس,سرخس,اراضی حسن آباد جر -wa,1369-2-26,1990-05-16,18.87,35.0,1369-2-15,1990-05-05,18.87
157,سرخس,سرخس,اراضی حسن آباد جر -wa,1369-3-29,1990-06-19,18.76,34.0,1369-3-15,1990-06-05,18.76
158,سرخس,سرخس,اراضی حسن آباد جر -wa,1369-4-28,1990-07-19,18.79,30.0,1369-4-15,1990-07-06,18.79
159,سرخس,سرخس,اراضی حسن آباد جر -wa,1369-5-24,1990-08-15,18.85,27.0,1369-5-15,1990-08-06,18.85
160,سرخس,سرخس,اراضی حسن آباد جر -wa,1369-6-27,1990-09-18,18.89,34.0,1369-6-15,1990-09-06,18.89
161,سرخس,سرخس,اراضی حسن آباد جر -wa,1369-7-25,1990-10-17,18.85,29.0,1369-7-15,1990-10-07,18.85
162,سرخس,سرخس,اراضی حسن آباد جر -wa,1369-8-30,1990-11-21,18.68,35.0,1369-8-15,1990-11-06,18.68
163,سرخس,سرخس,اراضی حسن آباد جر -wa,1369-9-28,1990-12-19,18.69,28.0,1369-9-15,1990-12-06,18.69
164,سرخس,سرخس,اراضی حسن آباد جر -wa,1369-10-27,1991-01-17,18.71,29.0,1369-10-15,1991-01-05,18.71
165,سرخس,سرخس,اراضی حسن آباد جر -wa,1369-11-30,1991-02-19,18.67,33.0,1369-11-15,1991-02-04,18.67
166,سرخس,سرخس,اراضی حسن آباد جر -wa,1369-12-21,1991-03-12,18.67,21.0,1369-12-15,1991-03-06,18.67
167,سرخس,سرخس,اراضی حسن آباد جر -wa,1370-1-15,1991-04-04,18.61,23.0,1370-1-15,1991-04-04,18.61
168,سرخس,سرخس,اراضی حسن آباد جر -wa,1370-2-31,1991-05-21,18.55,47.0,1370-2-15,1991-05-05,18.55
169,سرخس,سرخس,اراضی حسن آباد جر -wa,1370-3-28,1991-06-18,18.64,28.0,1370-3-15,1991-06-05,18.64
170,سرخس,سرخس,اراضی حسن آباد جر -wa,1370-4-28,1991-07-19,18.86,31.0,1370-4-15,1991-07-06,18.86
171,سرخس,سرخس,اراضی حسن آباد جر -wa,1370-5-24,1991-08-15,18.78,27.0,1370-5-15,1991-08-06,18.78
172,سرخس,سرخس,اراضی حسن آباد جر -wa,1370-6-28,1991-09-19,18.48,35.0,1370-6-15,1991-09-06,18.48
173,سرخس,سرخس,اراضی حسن آباد جر -wa,1370-8-22,1991-11-13,18.27,55.0,1370-8-15,1991-11-06,18.27
174,سرخس,سرخس,اراضی حسن آباد جر -wa,1370-9-20,1991-12-11,17.69,28.0,1370-9-15,1991-12-06,17.69
175,سرخس,سرخس,اراضی حسن آباد جر -wa,1370-10-25,1992-01-15,17.72,35.0,1370-10-15,1992-01-05,17.72
176,سرخس,سرخس,اراضی حسن آباد جر -wa,1370-11-18,1992-02-07,17.34,23.0,1370-11-15,1992-02-04,17.34
177,سرخس,سرخس,اراضی حسن آباد جر -wa,1370-12-21,1992-03-11,17.21,33.0,1370-12-15,1992-03-05,17.21
178,سرخس,سرخس,اراضی حسن آباد جر -wa,1371-2-30,1992-05-20,16.64,70.0,1371-2-15,1992-05-05,16.64
179,سرخس,سرخس,اراضی حسن آباد جر -wa,1371-3-14,1992-06-04,16.5,15.0,1371-3-15,1992-06-05,16.5
180,سرخس,سرخس,اراضی حسن آباد جر -wa,1371-5-5,1992-07-27,16.21,53.0,1371-5-15,1992-08-06,16.21
181,سرخس,سرخس,اراضی حسن آباد جر -wa,1371-6-7,1992-08-29,16.09,33.0,1371-6-15,1992-09-06,16.09
182,سرخس,سرخس,اراضی حسن آباد جر -wa,1371-7-1,1992-09-23,16.16,25.0,1371-7-15,1992-10-07,16.16
183,سرخس,سرخس,اراضی حسن آباد جر -wa,1371-8-4,1992-10-26,15.8,33.0,1371-8-15,1992-11-06,15.8
184,سرخس,سرخس,اراضی حسن آباد جر -wa,1371-9-3,1992-11-24,15.6,29.0,1371-9-15,1992-12-06,15.6
185,سرخس,سرخس,اراضی حسن آباد جر -wa,1371-10-3,1992-12-24,15.5,30.0,1371-10-15,1993-01-05,15.5
186,سرخس,سرخس,اراضی حسن آباد جر -wa,1371-11-2,1993-01-22,15.34,29.0,1371-11-15,1993-02-04,15.34
187,سرخس,سرخس,اراضی حسن آباد جر -wa,1371-12-1,1993-02-20,15.39,29.0,1371-12-15,1993-03-06,15.39
188,سرخس,سرخس,اراضی حسن آباد جر -wa,1372-1-15,1993-04-04,15.18,43.0,1372-1-15,1993-04-04,15.18
189,سرخس,سرخس,اراضی حسن آباد جر -wa,1372-3-4,1993-05-25,15.02,51.0,1372-3-15,1993-06-05,15.02
190,سرخس,سرخس,اراضی حسن آباد جر -wa,1372-4-14,1993-07-05,14.8,41.0,1372-4-15,1993-07-06,14.8
191,سرخس,سرخس,اراضی حسن آباد جر -wa,1372-5-12,1993-08-03,14.66,29.0,1372-5-15,1993-08-06,14.66
192,سرخس,سرخس,اراضی حسن آباد جر -wa,1372-6-17,1993-09-08,14.53,36.0,1372-6-15,1993-09-06,14.53
193,سرخس,سرخس,اراضی حسن آباد جر -wa,1372-7-4,1993-09-26,14.4,18.0,1372-7-15,1993-10-07,14.4
194,سرخس,سرخس,اراضی حسن آباد جر -wa,1372-9-6,1993-11-27,14.37,62.0,1372-9-15,1993-12-06,14.37
195,سرخس,سرخس,اراضی حسن آباد جر -wa,1372-10-7,1993-12-28,14.32,31.0,1372-10-15,1994-01-05,14.32
196,سرخس,سرخس,اراضی حسن آباد جر -wa,1372-11-3,1994-01-23,14.2,26.0,1372-11-15,1994-02-04,14.2
197,سرخس,سرخس,اراضی حسن آباد جر -wa,1372-12-4,1994-02-23,14.34,31.0,1372-12-15,1994-03-06,14.34
198,سرخس,سرخس,اراضی حسن آباد جر -wa,1373-2-2,1994-04-22,13.81,58.0,1373-2-15,1994-05-05,13.81
199,سرخس,سرخس,اراضی حسن آباد جر -wa,1373-3-5,1994-05-26,13.7,34.0,1373-3-15,1994-06-05,13.7
200,سرخس,سرخس,اراضی حسن آباد جر -wa,1373-4-7,1994-06-28,13.58,33.0,1373-4-15,1994-07-06,13.58
201,سرخس,سرخس,اراضی حسن آباد جر -wa,1373-5-5,1994-07-27,13.55,29.0,1373-5-15,1994-08-06,13.55
202,سرخس,سرخس,اراضی حسن آباد جر -wa,1373-6-6,1994-08-28,13.58,32.0,1373-6-15,1994-09-06,13.58
203,سرخس,سرخس,اراضی حسن آباد جر -wa,1373-7-4,1994-09-26,13.57,29.0,1373-7-15,1994-10-07,13.57
204,سرخس,سرخس,اراضی حسن آباد جر -wa,1373-8-2,1994-10-24,13.58,28.0,1373-8-15,1994-11-06,13.58
205,سرخس,سرخس,اراضی حسن آباد جر -wa,1373-9-7,1994-11-28,13.62,35.0,1373-9-15,1994-12-06,13.62
206,سرخس,سرخس,اراضی حسن آباد جر -wa,1373-10-4,1994-12-25,13.65,27.0,1373-10-15,1995-01-05,13.65
207,سرخس,سرخس,اراضی حسن آباد جر -wa,1373-11-3,1995-01-23,13.64,29.0,1373-11-15,1995-02-04,13.64
208,سرخس,سرخس,اراضی حسن آباد جر -wa,1374-2-24,1995-05-14,13.45,111.0,1374-2-15,1995-05-05,13.45
209,سرخس,سرخس,اراضی حسن آباد جر -wa,1374-3-22,1995-06-12,13.26,29.0,1374-3-15,1995-06-05,13.26
210,سرخس,سرخس,اراضی حسن آباد جر -wa,1374-4-6,1995-06-27,13.24,15.0,1374-4-15,1995-07-06,13.24
211,سرخس,سرخس,اراضی حسن آباد جر -wa,1374-5-9,1995-07-31,13.35,34.0,1374-5-15,1995-08-06,13.35
212,سرخس,سرخس,اراضی حسن آباد جر -wa,1374-6-21,1995-09-12,13.47,43.0,1374-6-15,1995-09-06,13.47
213,سرخس,سرخس,اراضی حسن آباد جر -wa,1374-7-25,1995-10-17,13.58,35.0,1374-7-15,1995-10-07,13.58
214,سرخس,سرخس,اراضی حسن آباد جر -wa,1374-8-28,1995-11-19,13.64,33.0,1374-8-15,1995-11-06,13.64
215,سرخس,سرخس,اراضی حسن آباد جر -wa,1374-9-12,1995-12-03,13.4,14.0,1374-9-15,1995-12-06,13.4
216,سرخس,سرخس,اراضی حسن آباد جر -wa,1374-10-3,1995-12-24,13.25,21.0,1374-10-15,1996-01-05,13.25
217,سرخس,سرخس,اراضی حسن آباد جر -wa,1374-11-4,1996-01-24,13.28,31.0,1374-11-15,1996-02-04,13.28
